The usage of ZAI and ZHENGZAI in classical Chinese and modern Chinese,,,
Verbs,Time,ZAI,ZHENGZAI
唱他们听惯了的那种没有感情的单调的调子,modern Chinese（1920-2020）,1,0
唱古,modern Chinese（1920-2020）,2,0
唱响,modern Chinese（1920-2020）,1,0
唱小曲儿,modern Chinese（1920-2020）,1,0
唱戏,modern Chinese（1920-2020）,0,1
唱梆子腔的南天门,modern Chinese（1920-2020）,0,1
唱歌,modern Chinese（1920-2020）,7,0
唱生日歌,modern Chinese（1920-2020）,1,0
唱着,modern Chinese（1920-2020）,3,0
唱着「军民耍合作啊｜,modern Chinese（1920-2020）,1,0
唱着什么歌,modern Chinese（1920-2020）,0,1
唱着你和大齐的爱情宣誓,modern Chinese（1920-2020）,1,0
唱着南方戏,modern Chinese（1920-2020）,1,0
唱着抗战歌曲,modern Chinese（1920-2020）,0,1
唱童谣,modern Chinese（1920-2020）,1,0
唾弃,modern Chinese（1920-2020）,1,0
啃,modern Chinese（1920-2020）,2,0
啃三文治,modern Chinese（1920-2020）,0,1
啃北秃鲁江、南沸流江两座大桥,modern Chinese（1920-2020）,0,1
啃吃食物,modern Chinese（1920-2020）,1,0
啃啮他的心,modern Chinese（1920-2020）,1,0
啃土地,modern Chinese（1920-2020）,1,0
啃树皮,modern Chinese（1920-2020）,1,0
啃桑叶,modern Chinese（1920-2020）,1,0
啃桑叶的红茎,modern Chinese（1920-2020）,0,1
啃楼板,modern Chinese（1920-2020）,1,0
啃甘蔗,modern Chinese（1920-2020）,1,0
啃着,modern Chinese（1920-2020）,1,0
啃着什么东西,modern Chinese（1920-2020）,1,0
啃着半枯的荒草,modern Chinese（1920-2020）,0,1
啃着树皮,modern Chinese（1920-2020）,0,1
啃着烧鸡骨头,modern Chinese（1920-2020）,0,1
啃硬骨头,modern Chinese（1920-2020）,1,0
啃纸头,modern Chinese（1920-2020）,1,0
啃老,modern Chinese（1920-2020）,1,0
啃老玉米棒子,modern Chinese（1920-2020）,1,0
啃那嫩草,modern Chinese（1920-2020）,1,0
啄食,modern Chinese（1920-2020）,1,0
商讨一堆菜蔬价钱,modern Chinese（1920-2020）,1,0
商讨扩大北京吉普的运营,modern Chinese（1920-2020）,0,1
商议,modern Chinese（1920-2020）,1,7
商议不决,modern Chinese（1920-2020）,0,1
商议事情,modern Chinese（1920-2020）,0,1
商议军事,modern Chinese（1920-2020）,0,1
商议孩儿兵的问题,modern Chinese（1920-2020）,0,1
商议这件大事,modern Chinese（1920-2020）,1,0
商谈,modern Chinese（1920-2020）,0,1
商谈对奥和约中于两年多前即放弃对斯洛文加林西亚要求的全部罪恶,modern Chinese（1920-2020）,1,0
商谈着刘胜的伤势和治疗的方法,modern Chinese（1920-2020）,0,1
商量,modern Chinese（1920-2020）,3,3
商量事情,modern Chinese（1920-2020）,1,0
商量什么,modern Chinese（1920-2020）,1,0
商量什么秘密军机,modern Chinese（1920-2020）,1,0
商量在冰岛北部或东北部建一座全天候的空军基地,modern Chinese（1920-2020）,0,1
商量大家打伙儿去租用镇上那条”洋水车”,modern Chinese（1920-2020）,0,1
商量应该给她一个什么样的处分,modern Chinese（1920-2020）,0,1
商量建都洛阳和称王的事,modern Chinese（1920-2020）,1,0
商量捐款救济震南村的水灾难民的事情,modern Chinese（1920-2020）,0,1
商量梨云的后事,modern Chinese（1920-2020）,0,1
商量清匪,modern Chinese（1920-2020）,0,1
商量着,modern Chinese（1920-2020）,1,1
商量着怎么样拿到更多的证据,modern Chinese（1920-2020）,0,1
啜泣,modern Chinese（1920-2020）,4,0
啜着奶,modern Chinese（1920-2020）,1,0
啜闻田野幽邃的夜色空明中轻微的气息,modern Chinese（1920-2020）,1,0
啮杀,modern Chinese（1920-2020）,1,0
啼叫,modern Chinese（1920-2020）,1,0
啼哭,modern Chinese（1920-2020）,0,1
喁喁私语,modern Chinese（1920-2020）,0,1
喂兔子,modern Chinese（1920-2020）,2,0
喂养奶牛,modern Chinese（1920-2020）,0,1
喂叶,modern Chinese（1920-2020）,0,1
喂猪,modern Chinese（1920-2020）,1,0
喂磨,modern Chinese（1920-2020）,1,0
喂饭,modern Chinese（1920-2020）,0,1
喂马,modern Chinese（1920-2020）,0,2
喃喃呐呐,modern Chinese（1920-2020）,0,1
喊,modern Chinese（1920-2020）,44,0
喊“救命”,modern Chinese（1920-2020）,1,0
喊什么,modern Chinese（1920-2020）,2,0
喊什么‘中日亲善',modern Chinese（1920-2020）,1,0
喊什么‘中日亲善’,modern Chinese（1920-2020）,0,1
喊他,modern Chinese（1920-2020）,4,0
喊你,modern Chinese（1920-2020）,4,0
喊冤,modern Chinese（1920-2020）,1,0
喊口令,modern Chinese（1920-2020）,1,0
喊口号,modern Chinese（1920-2020）,4,0
喊叫,modern Chinese（1920-2020）,5,0
喊叫啥子,modern Chinese（1920-2020）,1,0
喊叫着,modern Chinese（1920-2020）,1,0
喊啦啦词,modern Chinese（1920-2020）,1,0
喊她,modern Chinese（1920-2020）,5,0
喊她下楼接客,modern Chinese（1920-2020）,1,0
喊婆婆,modern Chinese（1920-2020）,1,0
喊小白,modern Chinese（1920-2020）,1,0
喊我,modern Chinese（1920-2020）,10,0
喊着,modern Chinese（1920-2020）,15,0
喊着什么,modern Chinese（1920-2020）,1,0
喊着反对艺术是一个宣传,modern Chinese（1920-2020）,1,0
喊着大太,modern Chinese（1920-2020）,1,0
喊谁站住,modern Chinese（1920-2020）,1,0
喘,modern Chinese（1920-2020）,1,0
喘动,modern Chinese（1920-2020）,1,0
喘嘘着,modern Chinese（1920-2020）,1,0
喘息,modern Chinese（1920-2020）,5,0
喘气,modern Chinese（1920-2020）,4,1
喘着,modern Chinese（1920-2020）,2,0
喘着气,modern Chinese（1920-2020）,2,0
喜悦,modern Chinese（1920-2020）,1,0
喜收樱桃,modern Chinese（1920-2020）,1,0
喜着,modern Chinese（1920-2020）,1,0
喝,modern Chinese（1920-2020）,4,0
喝一种从没有看到过的饮料,modern Chinese（1920-2020）,1,0
喝什么,modern Chinese（1920-2020）,1,0
喝啤酒,modern Chinese（1920-2020）,1,0
喝李梅亭房里新沏的开水,modern Chinese（1920-2020）,0,1
喝白兰地,modern Chinese（1920-2020）,0,1
喝着,modern Chinese（1920-2020）,1,0
喝着汤,modern Chinese（1920-2020）,0,1
喝着热汤,modern Chinese（1920-2020）,1,0
喝着白干,modern Chinese（1920-2020）,0,1
喝着筒啤,modern Chinese（1920-2020）,0,1
喝稀饭,modern Chinese（1920-2020）,0,1
喝茶,modern Chinese（1920-2020）,3,5
喝茶聊天,modern Chinese（1920-2020）,1,0
喝酒,modern Chinese（1920-2020）,13,3
喝酒谈笑,modern Chinese（1920-2020）,0,1
喝骂,modern Chinese（1920-2020）,1,0
喝鸡汁汤,modern Chinese（1920-2020）,0,1
喧嚣,modern Chinese（1920-2020）,0,1
喷发,modern Chinese（1920-2020）,1,0
喷射毒气,modern Chinese（1920-2020）,0,1
喷射白黑色二种烟团,modern Chinese（1920-2020）,1,0
喷洒,modern Chinese（1920-2020）,1,0
喷洒热水,modern Chinese（1920-2020）,0,1
喷涌,modern Chinese（1920-2020）,1,0
喷着滚滚的白雾,modern Chinese（1920-2020）,1,0
喷着火苗,modern Chinese（1920-2020）,1,0
喷着鼻子,modern Chinese（1920-2020）,1,0
嗅着,modern Chinese（1920-2020）,0,1
嗅着地皮,modern Chinese（1920-2020）,1,0
嗅着我,modern Chinese（1920-2020）,1,0
嗅着鼻子,modern Chinese（1920-2020）,1,0
嗑瓜子,modern Chinese（1920-2020）,2,0
嗤笑,modern Chinese（1920-2020）,1,0
嘀咕,modern Chinese（1920-2020）,6,1
嘀咕不平,modern Chinese（1920-2020）,0,1
嘀咕什么,modern Chinese（1920-2020）,1,0
嘘气,modern Chinese（1920-2020）,2,0
嘟哝,modern Chinese（1920-2020）,1,0
嘟嘟着,modern Chinese（1920-2020）,1,0
嘟囔,modern Chinese（1920-2020）,3,0
嘱咐他,modern Chinese（1920-2020）,1,0
嘱咐她“一失足成千古恨”,modern Chinese（1920-2020）,1,0
嘲弄我,modern Chinese（1920-2020）,1,0
嘲弄着刘大个子,modern Chinese（1920-2020）,1,0
嘲弄自己,modern Chinese（1920-2020）,1,0
嘲笑,modern Chinese（1920-2020）,3,0
嘲笑人生忙碌的光景,modern Chinese（1920-2020）,1,0
嘲笑他,modern Chinese（1920-2020）,6,1
嘲笑他们,modern Chinese（1920-2020）,1,0
嘲笑他的失策和无能,modern Chinese（1920-2020）,0,1
嘲笑他的战斗愿望没有实现,modern Chinese（1920-2020）,1,0
嘲笑她,modern Chinese（1920-2020）,3,0
嘲笑贫下中农,modern Chinese（1920-2020）,1,0
嘲讽,modern Chinese（1920-2020）,1,0
嘲讽他,modern Chinese（1920-2020）,1,0
嘲讽别人的可笑行径,modern Chinese（1920-2020）,1,0
嘲讽它,modern Chinese（1920-2020）,1,0
嘲讽现实,modern Chinese（1920-2020）,1,0
嘶叫,modern Chinese（1920-2020）,1,0
嘶叫咆哮,modern Chinese（1920-2020）,1,0
嘶喊,modern Chinese（1920-2020）,4,0
嘻笑吵闹,modern Chinese（1920-2020）,0,1
噬咬,modern Chinese（1920-2020）,1,0
嚎叫着,modern Chinese（1920-2020）,2,0
嚷,modern Chinese（1920-2020）,2,0
嚷叫,modern Chinese（1920-2020）,1,0
嚷吵,modern Chinese（1920-2020）,1,0
嚷嚷,modern Chinese（1920-2020）,1,0
嚷嚷权力太小,modern Chinese（1920-2020）,1,0
嚷着要人去找医生,modern Chinese（1920-2020）,1,0
嚼得咯吱咯吱作响,modern Chinese（1920-2020）,0,1
嚼点心,modern Chinese（1920-2020）,1,0
嚼着干草,modern Chinese（1920-2020）,1,0
嚼着腌香椿头,modern Chinese（1920-2020）,0,1
嚼着黄的红的煎饼,modern Chinese（1920-2020）,0,1
嚼食着树旁的枯草,modern Chinese（1920-2020）,0,1
四散,modern Chinese（1920-2020）,1,0
回升,modern Chinese（1920-2020）,3,1
回去吃饭,modern Chinese（1920-2020）,0,1
回味,modern Chinese（1920-2020）,1,0
回味新婚燕尔飘然欲仙的感觉,modern Chinese（1920-2020）,1,0
回味着八姐信上的话语,modern Chinese（1920-2020）,1,0
回响,modern Chinese（1920-2020）,2,0
回响着,modern Chinese（1920-2020）,0,1
回头看我,modern Chinese（1920-2020）,1,0
回归,modern Chinese（1920-2020）,1,0
回忆,modern Chinese（1920-2020）,4,0
回忆你们如花似锦的童年,modern Chinese（1920-2020）,1,0
回忆往事,modern Chinese（1920-2020）,1,0
回忆梦境,modern Chinese（1920-2020）,1,0
回忆着甚么,modern Chinese（1920-2020）,1,0
回忆过去,modern Chinese（1920-2020）,1,0
回忆过去的生活,modern Chinese（1920-2020）,3,0
回忆那些内容,modern Chinese（1920-2020）,1,0
回忆黄因明所说的梁刚夫和秋敏的秘密事件,modern Chinese（1920-2020）,1,0
回想,modern Chinese（1920-2020）,2,0
回想刚才听到的话,modern Chinese（1920-2020）,1,0
回想着她同皇帝在信王邸中是患难夫妻,modern Chinese（1920-2020）,0,1
回想着比赛,modern Chinese（1920-2020）,1,0
回想着那难熬的岁月,modern Chinese（1920-2020）,0,1
回暖,modern Chinese（1920-2020）,1,0
回来,modern Chinese（1920-2020）,1,0
回答,modern Chinese（1920-2020）,5,0
回答他,modern Chinese（1920-2020）,1,1
回答党所提出的一个问题,modern Chinese（1920-2020）,1,0
回答别人的询问,modern Chinese（1920-2020）,1,0
回答她,modern Chinese（1920-2020）,2,1
回答她的祝愿,modern Chinese（1920-2020）,1,0
回答李宗仁的问话,modern Chinese（1920-2020）,1,0
回答琴,modern Chinese（1920-2020）,1,0
回答琴的问话,modern Chinese（1920-2020）,0,1
回翔,modern Chinese（1920-2020）,1,0
回荡,modern Chinese（1920-2020）,2,0
回落,modern Chinese（1920-2020）,1,0
回视我,modern Chinese（1920-2020）,0,1
回避一桩错误,modern Chinese（1920-2020）,1,0
回避她,modern Chinese（1920-2020）,1,0
回避定量研究,modern Chinese（1920-2020）,1,0
回避我,modern Chinese（1920-2020）,1,0
回避问题,modern Chinese（1920-2020）,1,0
回顾他的童年,modern Chinese（1920-2020）,1,0
回顾你的插队生涯,modern Chinese（1920-2020）,0,1
回顾李开复老师过去四年对谷歌一路走来，经历了很多事情,modern Chinese（1920-2020）,1,0
团结他们的队伍,modern Chinese（1920-2020）,0,1
团结和联合一切善良和有道德观念的人们,modern Chinese（1920-2020）,1,0
团结带领中国人民开拓创新,modern Chinese（1920-2020）,0,1
团结自己的队伍,modern Chinese（1920-2020）,2,0
囤积,modern Chinese（1920-2020）,1,0
困惑着,modern Chinese（1920-2020）,1,0
困惑着林道静,modern Chinese（1920-2020）,1,0
困扰,modern Chinese（1920-2020）,2,0
困扰国家图书馆,modern Chinese（1920-2020）,1,0
困扰着他们的思想,modern Chinese（1920-2020）,1,0
围攻,modern Chinese（1920-2020）,0,2
围攻李友,modern Chinese（1920-2020）,0,2
围攻李友将爷,modern Chinese（1920-2020）,1,0
围攻武汉,modern Chinese（1920-2020）,0,1
围攻郝摇旗,modern Chinese（1920-2020）,0,1
围攻颍州,modern Chinese（1920-2020）,0,1
围着她,modern Chinese（1920-2020）,1,0
围着连长,modern Chinese（1920-2020）,1,0
围观,modern Chinese（1920-2020）,1,1
圆脚打苞,modern Chinese（1920-2020）,1,0
圈地皮、抓国外老板、搞国外技术赶快上马,modern Chinese（1920-2020）,1,0
圈点报纸,modern Chinese（1920-2020）,1,0
土改,modern Chinese（1920-2020）,0,1
在尽一切必要的努力,modern Chinese（1920-2020）,1,0
在检修农机,modern Chinese（1920-2020）,1,0
在经历增长缓慢且前景不明的困境,modern Chinese（1920-2020）,0,1
在说着一个大力量在增长,modern Chinese（1920-2020）,1,0
地震,modern Chinese（1920-2020）,0,1
坌涌到梅女士心头,modern Chinese（1920-2020）,0,1
坍缩,modern Chinese（1920-2020）,1,0
坏咱们的声誉,modern Chinese（1920-2020）,1,0
坐实频频被指“违宪”的新安保法,modern Chinese（1920-2020）,1,0
坐山观虎斗,modern Chinese（1920-2020）,1,0
坐月子,modern Chinese（1920-2020）,0,1
坐桃,modern Chinese（1920-2020）,0,1
坐着,modern Chinese（1920-2020）,1,0
坑农民,modern Chinese（1920-2020）,1,0
坑美国,modern Chinese（1920-2020）,1,0
坚定自己,modern Chinese（1920-2020）,1,0
坚强战斗,modern Chinese（1920-2020）,1,0
坚持,modern Chinese（1920-2020）,1,0
坚持工作,modern Chinese（1920-2020）,1,0
坚持我的原则,modern Chinese（1920-2020）,1,0
坚持斗争,modern Chinese（1920-2020）,2,0
坚持着,modern Chinese（1920-2020）,1,0
坚持长跑,modern Chinese（1920-2020）,1,0
坚持马克思列宁主义的革命原则,modern Chinese（1920-2020）,1,0
坠落,modern Chinese（1920-2020）,1,0
坠落下去,modern Chinese（1920-2020）,0,1
垂泪,modern Chinese（1920-2020）,0,1
垦荒整地,modern Chinese（1920-2020）,1,0
埋东西,modern Chinese（1920-2020）,1,2
埋伏着,modern Chinese（1920-2020）,1,0
埋伤兵,modern Chinese（1920-2020）,1,0
埋头干活,modern Chinese（1920-2020）,1,0
埋怨,modern Chinese（1920-2020）,2,1
埋怨你,modern Chinese（1920-2020）,1,0
埋怨儿子,modern Chinese（1920-2020）,0,1
埋怨合作化,modern Chinese（1920-2020）,1,0
埋怨天气,modern Chinese（1920-2020）,1,0
埋怨我,modern Chinese（1920-2020）,1,0
埋怨社干部,modern Chinese（1920-2020）,1,0
埋葬自己,modern Chinese（1920-2020）,0,1
埋藏物资,modern Chinese（1920-2020）,1,0
埋锅做饭,modern Chinese（1920-2020）,0,1
埋锅造饭和烤火取暖,modern Chinese（1920-2020）,0,1
培养他,modern Chinese（1920-2020）,0,1
培养他自己的魔性,modern Chinese（1920-2020）,0,1
培养刚勇的气质,modern Chinese（1920-2020）,0,1
培养和训练近两千名技术工人,modern Chinese（1920-2020）,0,1
培养幸福的花果,modern Chinese（1920-2020）,1,0
培养我,modern Chinese（1920-2020）,1,1
培养数以千计的年青干部,modern Chinese（1920-2020）,0,1
培养滋长,modern Chinese（1920-2020）,1,0
培养精神贵族,modern Chinese（1920-2020）,1,0
培植特务打小报告,modern Chinese（1920-2020）,1,0
培植着关于造形艺术的形式主义、自然主义与颓废观点 ,modern Chinese（1920-2020）,1,0
培育大批苗木,modern Chinese（1920-2020）,0,1
培育新品种,modern Chinese（1920-2020）,0,1
培育树苗,modern Chinese（1920-2020）,0,1
培训银行和外贸方面的干部,modern Chinese（1920-2020）,0,1
堆着雪堆,modern Chinese（1920-2020）,1,0
堵塞着农业学大寨的道路,modern Chinese（1920-2020）,1,0
堵着胸膛,modern Chinese（1920-2020）,1,0
塌,modern Chinese（1920-2020）,1,0
塌方,modern Chinese（1920-2020）,1,0
塑制着伊拉克的沙盘图,modern Chinese（1920-2020）,0,1
塑造时代形象,modern Chinese（1920-2020）,0,1
塑造未来的样貌,modern Chinese（1920-2020）,0,1
塞进一个猫脸的人的嘴里去,modern Chinese（1920-2020）,0,1
填写入党申请表格,modern Chinese（1920-2020）,0,1
填写手术单,modern Chinese（1920-2020）,0,1
填塞到船身各部分缝罅中去,modern Chinese（1920-2020）,0,1
填塞材料,modern Chinese（1920-2020）,0,1
填对一张表格,modern Chinese（1920-2020）,0,1
填海,modern Chinese（1920-2020）,1,0
"增
加",modern Chinese（1920-2020）,0,1
增兵,modern Chinese（1920-2020）,3,3
增加,modern Chinese（1920-2020）,42,6
增加军备,modern Chinese（1920-2020）,1,0
增加大家的风险,modern Chinese（1920-2020）,1,0
增加收入节省开支,modern Chinese（1920-2020）,1,0
增加新的混乱,modern Chinese（1920-2020）,1,0
增加着,modern Chinese（1920-2020）,1,0
增加着一圈一圈的年轮的青松,modern Chinese（1920-2020）,1,0
增加着速度,modern Chinese（1920-2020）,1,0
增加防御能力,modern Chinese（1920-2020）,0,1
增多,modern Chinese（1920-2020）,8,2
增大,modern Chinese（1920-2020）,2,2
增强,modern Chinese（1920-2020）,15,1
增强它在波罗的海和北海的军事力量,modern Chinese（1920-2020）,0,1
增强武力,modern Chinese（1920-2020）,0,1
增援它们驻在地中海东部的武装部队,modern Chinese（1920-2020）,1,0
增涨,modern Chinese（1920-2020）,0,2
增着,modern Chinese（1920-2020）,1,0
增调,modern Chinese（1920-2020）,0,1
增进,modern Chinese（1920-2020）,3,2
增进着他们的智慧,modern Chinese（1920-2020）,1,0
增速,modern Chinese（1920-2020）,1,0
增长,modern Chinese（1920-2020）,32,7
增长和加强,modern Chinese（1920-2020）,0,1
增长和巩固,modern Chinese（1920-2020）,0,1
增长着,modern Chinese（1920-2020）,2,1
增长着一种违背我们运动的原则和理想的倾向,modern Chinese（1920-2020）,0,1
增长着不可抗拒的力量,modern Chinese（1920-2020）,1,0
增长还是放缓,modern Chinese（1920-2020）,1,0
增高,modern Chinese（1920-2020）,4,0
增高着,modern Chinese（1920-2020）,1,0
壮大,modern Chinese（1920-2020）,2,1
处理,modern Chinese（1920-2020）,1,0
处理一辆危化品车辆疲劳驾驶工单,modern Chinese（1920-2020）,0,1
处理危机,modern Chinese（1920-2020）,1,0
处理国家大事,modern Chinese（1920-2020）,1,0
处理妓女问题,modern Chinese（1920-2020）,0,1
处理有关肃奸事宜,modern Chinese（1920-2020）,0,1
处理王治郅的事情,modern Chinese（1920-2020）,1,0
处理进NBA的一些细节问题,modern Chinese（1920-2020）,1,0
备办婚事,modern Chinese（1920-2020）,1,0
备勤值班,modern Chinese（1920-2020）,0,1
备战奥运,modern Chinese（1920-2020）,0,1
备课,modern Chinese（1920-2020）,1,0
备课、上课,modern Chinese（1920-2020）,0,1
备货,modern Chinese（1920-2020）,1,0
备马,modern Chinese（1920-2020）,1,0
复习考研究生,modern Chinese（1920-2020）,0,1
复制,modern Chinese（1920-2020）,1,0
复员,modern Chinese（1920-2020）,0,1
复杂化,modern Chinese（1920-2020）,1,0
复查,modern Chinese（1920-2020）,2,0
复活,modern Chinese（1920-2020）,2,0
复苏,modern Chinese（1920-2020）,2,0
多样化,modern Chinese（1920-2020）,0,1
夜战,modern Chinese（1920-2020）,1,0
夜谈,modern Chinese（1920-2020）,1,0
大倒其霉,modern Chinese（1920-2020）,0,1
大兴土木,modern Chinese（1920-2020）,2,0
大办乡镇加工企业,modern Chinese（1920-2020）,0,1
大办交涉,modern Chinese（1920-2020）,0,1
大吃,modern Chinese（1920-2020）,0,1
大吃大喝,modern Chinese（1920-2020）,2,1
大吐大泻,modern Chinese（1920-2020）,0,1
大喊,modern Chinese（1920-2020）,2,0
大嚼,modern Chinese（1920-2020）,0,1
大崩溃,modern Chinese（1920-2020）,1,0
大忙而特忙,modern Chinese（1920-2020）,1,0
大怒,modern Chinese（1920-2020）,0,1
大悔,modern Chinese（1920-2020）,1,0
大战,modern Chinese（1920-2020）,1,0
大打揭批查,modern Chinese（1920-2020）,0,1
大抓蓄水保水,modern Chinese（1920-2020）,0,1
大振兴而特振兴,modern Chinese（1920-2020）,0,1
大搞扩军,modern Chinese（1920-2020）,1,0
大显身手,modern Chinese（1920-2020）,0,1
大步赶上,modern Chinese（1920-2020）,0,1
大破土铁质量,modern Chinese（1920-2020）,0,1
大笑,modern Chinese（1920-2020）,3,0
大笑起来,modern Chinese（1920-2020）,1,0
大说大讲,modern Chinese（1920-2020）,1,0
大谈其“习明纳尔”,modern Chinese（1920-2020）,1,0
大谈恋爱问题,modern Chinese（1920-2020）,0,1
大谈燕西的婚事,modern Chinese（1920-2020）,0,1
大谈石涛的画和类似的题目,modern Chinese（1920-2020）,1,0
大跃进,modern Chinese（1920-2020）,3,0
大闹别扭,modern Chinese（1920-2020）,0,1
大骂,modern Chinese（1920-2020）,1,0
央求,modern Chinese（1920-2020）,1,0
央求妻子,modern Chinese（1920-2020）,1,0
央求觉民不要再说这一类的话,modern Chinese（1920-2020）,1,0
失去,modern Chinese（1920-2020）,1,0
失去生命力与活力,modern Chinese（1920-2020）,0,1
失去自信,modern Chinese（1920-2020）,1,0
失去自己的斗志,modern Chinese（1920-2020）,0,1
失掉外界的同情,modern Chinese（1920-2020）,0,1
失败,modern Chinese（1920-2020）,2,0
头疼,modern Chinese（1920-2020）,1,0
夸他的算盘精明,modern Chinese（1920-2020）,1,0
夸你,modern Chinese（1920-2020）,1,0
夸你炒的菜好吃,modern Chinese（1920-2020）,1,0
夸口,modern Chinese（1920-2020）,1,0
夸奖他,modern Chinese（1920-2020）,1,0
夸奖你,modern Chinese（1920-2020）,1,0
夸奖我,modern Chinese（1920-2020）,1,0
夸耀如何与命运搏斗,modern Chinese（1920-2020）,1,0
夸耀自己的优越感,modern Chinese（1920-2020）,1,0
夸陈家,modern Chinese（1920-2020）,1,0
夺取对红海的控制权,modern Chinese（1920-2020）,0,1
夺孩子,modern Chinese（1920-2020）,0,1
奇怪,modern Chinese（1920-2020）,1,6
奉命侦缉一个散发天安门广场革命诗抄的现行反革命罪犯,modern Chinese（1920-2020）,0,1
奉献,modern Chinese（1920-2020）,1,0
奉行越来越不依靠外援的政策,modern Chinese（1920-2020）,0,1
奋力登攀,modern Chinese（1920-2020）,1,0
奋力直追,modern Chinese（1920-2020）,1,0
奋勇苦斗,modern Chinese（1920-2020）,0,1
奋发图强，争取在今后的斗争中取得更大的进步,modern Chinese（1920-2020）,0,1
奋发大干,modern Chinese（1920-2020）,0,1
奋发有为,modern Chinese（1920-2020）,0,1
奋战,modern Chinese（1920-2020）,1,2
奋战最后七十米,modern Chinese（1920-2020）,0,1
奋战着,modern Chinese（1920-2020）,1,0
奋斗,modern Chinese（1920-2020）,4,9
奋斗什么,modern Chinese（1920-2020）,1,0
奋斗着,modern Chinese（1920-2020）,2,1
奏着乐,modern Chinese（1920-2020）,1,0
奏着近代文明的进行曲,modern Chinese（1920-2020）,1,0
奏美国的国歌,modern Chinese（1920-2020）,0,1
奔去,modern Chinese（1920-2020）,0,1
奔向太阳,modern Chinese（1920-2020）,0,1
奔忙,modern Chinese（1920-2020）,2,0
奔来,modern Chinese（1920-2020）,0,2
奔波,modern Chinese（1920-2020）,3,0
奔流,modern Chinese（1920-2020）,3,1
奔涌,modern Chinese（1920-2020）,2,0
奔涌着鲜血,modern Chinese（1920-2020）,0,1
奔突,modern Chinese（1920-2020）,2,0
奔腾,modern Chinese（1920-2020）,3,0
奔走,modern Chinese（1920-2020）,3,0
奔走呼号,modern Chinese（1920-2020）,0,1
奔走着,modern Chinese（1920-2020）,1,0
奔赴延安,modern Chinese（1920-2020）,1,0
奔跑,modern Chinese（1920-2020）,8,0
奔跑着,modern Chinese（1920-2020）,4,0
奔跑，呼叫,modern Chinese（1920-2020）,1,0
奔驰,modern Chinese（1920-2020）,5,0
奔驰在兴安岭边,modern Chinese（1920-2020）,0,1
套用诗的旧体在说话,modern Chinese（1920-2020）,1,0
奠定向社会主义发展的经济基础的工业国有化的垮台,modern Chinese（1920-2020）,0,1
奴使她的主人,modern Chinese（1920-2020）,1,0
奸淫,modern Chinese（1920-2020）,1,0
好奇他为什么会到那个村子里去,modern Chinese（1920-2020）,1,0
好睡,modern Chinese（1920-2020）,0,1
好转,modern Chinese（1920-2020）,5,2
如何督剿川黔的残余匪类,modern Chinese（1920-2020）,1,0
妄想扩大军火生产的敌人以最沉重的打击,modern Chinese（1920-2020）,1,0
始把近年来具体掌控的“和记黄埔”集团的担子，逐步交给他认为信赖的后继者们,modern Chinese（1920-2020）,1,0
委屈,modern Chinese（1920-2020）,1,0
威吓,modern Chinese（1920-2020）,1,0
威慑纪元,modern Chinese（1920-2020）,1,0
威胁,modern Chinese（1920-2020）,1,0
威胁人民和平的生活 文化与福利,modern Chinese（1920-2020）,1,0
威胁他们的国家和民族的命运,modern Chinese（1920-2020）,1,0
威胁和平,modern Chinese（1920-2020）,1,0
威胁她,modern Chinese（1920-2020）,1,0
威胁我,modern Chinese（1920-2020）,1,0
威胁泰国,modern Chinese（1920-2020）,1,0
威胁着世界和平,modern Chinese（1920-2020）,1,0
威胁着我上大学的机会和未来的前途,modern Chinese（1920-2020）,0,1
威胁着要把我们的运动拖进大国和集团的角逐和它们的势力范围之中,modern Chinese（1920-2020）,0,1
威胁着越来越多的国家和地区,modern Chinese（1920-2020）,0,1
威胁着阿兰布鲁政府,modern Chinese（1920-2020）,0,1
娱乐,modern Chinese（1920-2020）,0,1
婉拒,modern Chinese（1920-2020）,0,1
婉蜒而下,modern Chinese（1920-2020）,0,1
嫉妒他的走红,modern Chinese（1920-2020）,1,0
嫉妒青青,modern Chinese（1920-2020）,4,0
嫩烧,modern Chinese（1920-2020）,1,0
嬉戏,modern Chinese（1920-2020）,0,1
嬉笑,modern Chinese（1920-2020）,0,1
嬉闹,modern Chinese（1920-2020）,1,0
孕穗,modern Chinese（1920-2020）,0,1
孕育,modern Chinese（1920-2020）,1,0
孕育亿万富翁,modern Chinese（1920-2020）,1,0
孕育发展,modern Chinese（1920-2020）,0,1
孕育她,modern Chinese（1920-2020）,1,0
孕育战争,modern Chinese（1920-2020）,1,0
孕育着新的繁荣期,modern Chinese（1920-2020）,0,1
孝敬后母,modern Chinese（1920-2020）,1,0
学,modern Chinese（1920-2020）,1,0
学中国话,modern Chinese（1920-2020）,1,0
学习,modern Chinese（1920-2020）,8,4
学习上网,modern Chinese（1920-2020）,0,1
学习专业技术,modern Chinese（1920-2020）,1,0
学习书法,modern Chinese（1920-2020）,1,0
学习他们的经验,modern Chinese（1920-2020）,0,1
学习光学、美术和面部解剖等知识,modern Chinese（1920-2020）,1,0
学习刑法中有关重婚罪的条目,modern Chinese（1920-2020）,0,1
学习各国人民的长处和有益经验,modern Chinese（1920-2020）,1,0
学习和贯彻十四届五中全会精神,modern Chinese（1920-2020）,0,1
"学习团体的工作和
组织的方法",modern Chinese（1920-2020）,1,0
