The usage of ZAI and ZHENGZAI in the periods during the Yuan Dynasty and the Ming Dynasty ,,,
Verbs,Time,ZAI,ZHENGZAI
赶逐野兽,the Qing Dynasty,0,1
感激,the Qing Dynasty,0,2
感伤,the Qing Dynasty,0,1
高谈,the Qing Dynasty,0,1
高谈阔论,the Qing Dynasty,0,2
高兴,the Qing Dynasty,0,8
告诉薛龙、薛虎，将赛姜维压在假山洞口,the Qing Dynasty,0,1
歌舞,the Qing Dynasty,0,1
各说其事,the Qing Dynasty,0,1
给质克做手势陪不是,the Qing Dynasty,0,1
根问,the Qing Dynasty,0,1
攻打,the Qing Dynasty,0,1
攻打宁远,the Qing Dynasty,0,1
攻他,the Qing Dynasty,0,1
恭维东方明,the Qing Dynasty,0,1
构思,the Qing Dynasty,0,1
孤疑,the Qing Dynasty,0,1
关门,the Qing Dynasty,0,1
关他举动,the Qing Dynasty,0,1
观看,the Qing Dynasty,0,20
观看殿廓,the Qing Dynasty,0,1
观看景致,the Qing Dynasty,0,1
观览,the Qing Dynasty,0,1
观玩,the Qing Dynasty,0,3
观望,the Qing Dynasty,0,4
观阵,the Qing Dynasty,0,1
鳏居,the Qing Dynasty,0,1
过桥,the Qing Dynasty,0,1
害怕,the Qing Dynasty,0,6
酣斗,the Qing Dynasty,0,1
酣睡,the Qing Dynasty,0,1
酣战,the Qing Dynasty,0,6
含着眼泪,the Qing Dynasty,0,1
喊叫,the Qing Dynasty,0,1
喊杀,the Qing Dynasty,0,1
喊冤,the Qing Dynasty,0,1
好睡,the Qing Dynasty,0,4
浩叹,the Qing Dynasty,0,1
喝茶,the Qing Dynasty,0,1
喝酒,the Qing Dynasty,0,7
喝酒、吃饭,the Qing Dynasty,0,1
喝酒谈心,the Qing Dynasty,0,1
喝着茶,the Qing Dynasty,0,1
喝着酒,the Qing Dynasty,0,1
恨他,the Qing Dynasty,0,1
恨着章秋谷无故把他们骂了一顿,the Qing Dynasty,0,1
哼痛,the Qing Dynasty,0,1
横行,the Qing Dynasty,0,1
后悔自己方才在庙上不合一时粗心,the Qing Dynasty,0,1
后悔自己方才在庙上不合一时粗心不曾认出他那个假面目来,the Qing Dynasty,0,1
狐疑,the Qing Dynasty,0,3
胡猜乱想,the Qing Dynasty,0,1
胡思,the Qing Dynasty,0,4
胡思乱想,the Qing Dynasty,0,13
化纸,the Qing Dynasty,0,1
话旧谈心,the Qing Dynasty,0,1
欢呼畅饮,the Qing Dynasty,0,1
欢天喜地,the Qing Dynasty,0,1
欢喜,the Qing Dynasty,0,5
欢饮,the Qing Dynasty,0,2
歡喜,the Qing Dynasty,0,1
慌不择路,the Qing Dynasty,0,1
慌急,the Qing Dynasty,0,1
慌乱,the Qing Dynasty,0,4
慌忙,the Qing Dynasty,0,2
慌张,the Qing Dynasty,0,7
慌张无计可施,the Qing Dynasty,0,1
惶惑,the Qing Dynasty,0,1
挥拳,the Qing Dynasty,0,2
回禀,the Qing Dynasty,0,1
回答,the Qing Dynasty,0,1
回话,the Qing Dynasty,0,1
悔恨,the Qing Dynasty,0,1
昏睡,the Qing Dynasty,0,1
混杀,the Qing Dynasty,0,1
混战,the Qing Dynasty,0,1
饥,the Qing Dynasty,0,1
饥饿,the Qing Dynasty,0,4
缉拿,the Qing Dynasty,0,1
激励三军,the Qing Dynasty,0,1
急得坐卧不安,the Qing Dynasty,0,1
急迫,the Qing Dynasty,0,1
急于成全他的终身大事,the Qing Dynasty,0,1
急于成全她的终身大事,the Qing Dynasty,0,1
计算你我,the Qing Dynasty,0,1
计算为难,the Qing Dynasty,0,1
计无所出,the Qing Dynasty,0,1
计议,the Qing Dynasty,0,2
计议和议的方针,the Qing Dynasty,0,1
加鞭,the Qing Dynasty,0,1
加工搭盖,the Qing Dynasty,0,1
监看工匠,the Qing Dynasty,0,1
煎什么药,the Qing Dynasty,0,1
见着,the Qing Dynasty,0,1
将枪刺空,the Qing Dynasty,0,1
将上好美酒，小缸倾转大缸，香浓浓的顺风吹送来,the Qing Dynasty,0,1
讲得高兴,the Qing Dynasty,0,2
讲得热闹,the Qing Dynasty,0,1
讲的热闹,the Qing Dynasty,0,1
讲话,the Qing Dynasty,0,8
讲交情,the Qing Dynasty,0,1
讲解,the Qing Dynasty,0,1
讲经,the Qing Dynasty,0,1
讲论,the Qing Dynasty,0,2
講究清訟,the Qing Dynasty,0,1
交锋,the Qing Dynasty,0,1
交结不开,the Qing Dynasty,0,1
交手,the Qing Dynasty,0,3
交谈,the Qing Dynasty,0,1
交战,the Qing Dynasty,0,3
交仗,the Qing Dynasty,0,1
焦思,the Qing Dynasty,0,3
焦燥,the Qing Dynasty,0,1
焦躁,the Qing Dynasty,0,2
叫不开,the Qing Dynasty,0,2
叫城,the Qing Dynasty,0,1
叫人上楼,the Qing Dynasty,0,1
叫天天不语，叫地地不应,the Qing Dynasty,0,1
教学生的书,the Qing Dynasty,0,1
嗟叹,the Qing Dynasty,0,5
劫夺,the Qing Dynasty,0,1
劫抢该处村庄,the Qing Dynasty,0,1
解劝,the Qing Dynasty,0,1
尽力相杀,the Qing Dynasty,0,1
进城讨限,the Qing Dynasty,0,1
进退两难,the Qing Dynasty,0,3
进退无路,the Qing Dynasty,0,1
进行我的任务,the Qing Dynasty,0,1
惊慌,the Qing Dynasty,0,18
惊惶,the Qing Dynasty,0,4
惊惶失措,the Qing Dynasty,0,1
惊惶无措,the Qing Dynasty,0,1
惊惧,the Qing Dynasty,0,2
惊讶,the Qing Dynasty,0,1
惊讶败不知指的什么,the Qing Dynasty,0,1
惊疑,the Qing Dynasty,0,5
惊异,the Qing Dynasty,0,1
惊忧,the Qing Dynasty,0,1
净面吃茶,the Qing Dynasty,0,2
静候,the Qing Dynasty,0,1
静候捷音,the Qing Dynasty,0,1
静听上头的问话预备对付,the Qing Dynasty,0,1
窘迫,the Qing Dynasty,0,1
举杯要饮,the Qing Dynasty,0,1
举事,the Qing Dynasty,0,1
龃龉,the Qing Dynasty,0,1
聚话,the Qing Dynasty,0,1
聚集众将商议,the Qing Dynasty,0,1
觉得去住两难,the Qing Dynasty,0,1
开怀畅饮不表,the Qing Dynasty,0,1
开掘,the Qing Dynasty,0,1
开门,the Qing Dynasty,0,1
开演,the Qing Dynasty,0,1
慨叹,the Qing Dynasty,0,1
看,the Qing Dynasty,0,1
看《庄子》和《史记》,the Qing Dynasty,0,1
看表,the Qing Dynasty,0,1
看呆,the Qing Dynasty,0,1
看得不耐煩,the Qing Dynasty,0,1
看得不厌不倦,the Qing Dynasty,0,1
看得有趣,the Qing Dynasty,0,1
看得有些头晕,the Qing Dynasty,0,1
看那花榜,the Qing Dynasty,0,1
看诗,the Qing Dynasty,0,1
看视,the Qing Dynasty,0,1
看守陆氏,the Qing Dynasty,0,1
看书,the Qing Dynasty,0,2
看戏,the Qing Dynasty,0,1
看这河里,the Qing Dynasty,0,1
看着,the Qing Dynasty,0,8
看阵图,the Qing Dynasty,0,1
犒劳三军,the Qing Dynasty,0,1
磕头,the Qing Dynasty,0,1
渴,the Qing Dynasty,0,1
渴想,the Qing Dynasty,0,1
口出狂言大话,the Qing Dynasty,0,1
枯渴,the Qing Dynasty,0,1
哭别,the Qing Dynasty,0,1
哭得难解难分,the Qing Dynasty,0,1
哭哭啼啼,the Qing Dynasty,0,1
哭泣,the Qing Dynasty,0,3
哭求,the Qing Dynasty,0,1
苦念李夫人,the Qing Dynasty,0,1
苦求,the Qing Dynasty,0,1
苦劝,the Qing Dynasty,0,1
夸口,the Qing Dynasty,0,1
夸他师父的本事,the Qing Dynasty,0,1
快活,the Qing Dynasty,0,1
快乐,the Qing Dynasty,0,1
款待鹪寄生、徐鸣皋二人,the Qing Dynasty,0,1
来,the Qing Dynasty,0,1
来念叨,the Qing Dynasty,0,1
拦住官兵不叫进山,the Qing Dynasty,0,1
劳心,the Qing Dynasty,0,1
唠唠叨叨,the Qing Dynasty,0,1
老等,the Qing Dynasty,0,1
雷鸣,the Qing Dynasty,0,1
力怯,the Qing Dynasty,0,1
励精求治,the Qing Dynasty,0,1
练习拳脚,the Qing Dynasty,0,1
炼道,the Qing Dynasty,0,2
料理,the Qing Dynasty,0,1
流,the Qing Dynasty,0,1
流泪,the Qing Dynasty,0,1
流连赏玩,the Qing Dynasty,0,1
乱藏,the Qing Dynasty,0,1
乱闯,the Qing Dynasty,0,1
乱窜,the Qing Dynasty,0,1
乱喊,the Qing Dynasty,0,1
轮转,the Qing Dynasty,0,2
论古,the Qing Dynasty,0,1
掠取遗车弃仗,the Qing Dynasty,0,1
掠阵,the Qing Dynasty,0,1
骂不绝声,the Qing Dynasty,0,1
骂得高兴,the Qing Dynasty,0,1
骂战,the Qing Dynasty,0,1
埋怨宝刀将韩殿魁,the Qing Dynasty,0,1
埋怨和尚,the Qing Dynasty,0,1
满腹踌躇,the Qing Dynasty,0,1
慢行贪着,the Qing Dynasty,0,1
忙的不堪,the Qing Dynasty,0,1
忙個不了,the Qing Dynasty,0,1
忙碌,the Qing Dynasty,0,1
忙乱,the Qing Dynasty,0,4
忙着,the Qing Dynasty,0,1
没得主意,the Qing Dynasty,0,1
没法,the Qing Dynasty,0,8
没意思,the Qing Dynasty,0,1
闷倦,the Qing Dynasty,0,1
闷闷不乐,the Qing Dynasty,0,1
密语,the Qing Dynasty,0,1
勉强,the Qing Dynasty,0,1
勉强梳头,the Qing Dynasty,0,1
勉强支持,the Qing Dynasty,0,1
瞑目待死,the Qing Dynasty,0,1
摸不着头,the Qing Dynasty,0,1
摸出小手巾儿来擦着,the Qing Dynasty,0,1
磨墨濡毫,the Qing Dynasty,0,1
默念自己的居室,the Qing Dynasty,0,1
目不转睛去望,the Qing Dynasty,0,1
纳闷,the Qing Dynasty,0,28
难分难解,the Qing Dynasty,0,1
难解难分,the Qing Dynasty,0,2
恼恨,the Qing Dynasty,0,1
恼闷,the Qing Dynasty,0,1
恼怒,the Qing Dynasty,0,2
闹得起劲,the Qing Dynasty,0,1
闹得烟雾尘天,the Qing Dynasty,0,1
闹的筋疲力尽,the Qing Dynasty,0,1
你言我语,the Qing Dynasty,0,1
你一刀，我一枪，杀得高兴,the Qing Dynasty,0,1
念叨,the Qing Dynasty,0,1
念道‘天文双声’,the Qing Dynasty,0,1
念书,the Qing Dynasty,0,1
念诵,the Qing Dynasty,0,1
凝神,the Qing Dynasty,0,4
凝神侧耳,the Qing Dynasty,0,1
凝神观看,the Qing Dynasty,0,4
凝神观望,the Qing Dynasty,0,2
凝神细想,the Qing Dynasty,0,1
凝视,the Qing Dynasty,0,1
凝思,the Qing Dynasty,0,2
凝思打点主意,the Qing Dynasty,0,1
扭结固结,the Qing Dynasty,0,1
怒不可遏,the Qing Dynasty,0,1
怒气勃勃,the Qing Dynasty,0,1
怒气未息,the Qing Dynasty,0,1
呕秽嚷乱,the Qing Dynasty,0,1
呕气,the Qing Dynasty,0,2
徘徊,the Qing Dynasty,0,2
徘徊不舍,the Qing Dynasty,0,1
盘算,the Qing Dynasty,0,1
盘算那三千头,the Qing Dynasty,0,1
盘问酒菜的来由,the Qing Dynasty,0,1
盘膝打坐,the Qing Dynasty,0,1
盼到,the Qing Dynasty,0,2
盼他回家相会,the Qing Dynasty,0,2
盼望,the Qing Dynasty,0,19
盼望回音,the Qing Dynasty,0,1
盼望你老人家,the Qing Dynasty,0,1
盼望著海瑞成名的捷报,the Qing Dynasty,0,1
盼想,the Qing Dynasty,0,1
盼想你,the Qing Dynasty,0,1
盼想圣僧,the Qing Dynasty,0,1
盼想无形太岁马金川、九朵梅花孙伯虎杀官盗印,the Qing Dynasty,0,1
徬徨无计,the Qing Dynasty,0,1
跑,the Qing Dynasty,0,1
跑去,the Qing Dynasty,0,1
跑着,the Qing Dynasty,0,1
披衣坐起,the Qing Dynasty,0,1
拚力恶斗,the Qing Dynasty,0,1
拼命与那五个人大战,the Qing Dynasty,0,1
拼死前进,the Qing Dynasty,0,1
评论得高兴,the Qing Dynasty,0,1
扑救,the Qing Dynasty,0,1
七张火嘴,the Qing Dynasty,0,1
凄惶,the Qing Dynasty,0,1
奇怪,the Qing Dynasty,0,1
起风作浪,the Qing Dynasty,0,1
气喘,the Qing Dynasty,0,1
气吹董太清,the Qing Dynasty,0,1
气得发昏,the Qing Dynasty,0,1
气厥,the Qing Dynasty,0,1
气闷,the Qing Dynasty,0,1
气恼,the Qing Dynasty,0,1
掐数,the Qing Dynasty,0,1
前思後想,the Qing Dynasty,0,1
前行观望,the Qing Dynasty,0,1
强辩,the Qing Dynasty,0,1
瞧着纳闷,the Qing Dynasty,0,1
窃窃私议,the Qing Dynasty,0,1
窃听,the Qing Dynasty,0,2
擒拿,the Qing Dynasty,0,1
倾听,the Qing Dynasty,0,1
情急,the Qing Dynasty,0,1
情思迷离香魂若醉,the Qing Dynasty,0,1
请不着先生,the Qing Dynasty,0,2
庆贺,the Qing Dynasty,0,1
劝彩云饮酒,the Qing Dynasty,0,1
劝解,the Qing Dynasty,0,1
劝解钱文华不必伤感,the Qing Dynasty,0,1
劝解他,the Qing Dynasty,0,1
劝善规过,the Qing Dynasty,0,1
劝说,the Qing Dynasty,0,1
劝慰李昆,the Qing Dynasty,0,1
缺货,the Qing Dynasty,0,1
缺饷,the Qing Dynasty,0,1
嚷着,the Qing Dynasty,0,1
让坐,the Qing Dynasty,0,2
让坐问话,the Qing Dynasty,0,1
扰攘,the Qing Dynasty,0,1
人饥马渴,the Qing Dynasty,0,1
辱骂讨战,the Qing Dynasty,0,1
锐盛,the Qing Dynasty,0,1
撒泼,the Qing Dynasty,0,1
搔头摸耳,the Qing Dynasty,0,1
杀得高兴,the Qing Dynasty,0,1
杀得难解难分,the Qing Dynasty,0,3
杀的高兴,the Qing Dynasty,0,1
杀番兵,the Qing Dynasty,0,1
杀害石铸,the Qing Dynasty,0,1
杀人,the Qing Dynasty,0,1
杀贼,the Qing Dynasty,0,1
闪、砍、劈、剁,the Qing Dynasty,0,1
扇茶,the Qing Dynasty,0,1
伤悲,the Qing Dynasty,0,1
伤心,the Qing Dynasty,0,4
商量,the Qing Dynasty,0,1
商量攻打,the Qing Dynasty,0,1
商量回去夺回山林,the Qing Dynasty,0,1
商议,the Qing Dynasty,0,12
商议办法,the Qing Dynasty,0,1
赏欢,the Qing Dynasty,0,1
上马,the Qing Dynasty,0,1
舍钱,the Qing Dynasty,0,1
设朝,the Qing Dynasty,0,1
设法借贷,the Qing Dynasty,0,1
设计,the Qing Dynasty,0,1
深悔,the Qing Dynasty,0,1
神魂飘荡,the Qing Dynasty,0,1
审断,the Qing Dynasty,0,1
审诘,the Qing Dynasty,0,1
审问一起奸情,the Qing Dynasty,0,1
升堂,the Qing Dynasty,0,1
升座说法,the Qing Dynasty,0,1
生火,the Qing Dynasty,0,1
生气,the Qing Dynasty,0,1
声嚷,the Qing Dynasty,0,1
施设,the Qing Dynasty,0,1
使用,the Qing Dynasty,0,1
似睡非睡,the Qing Dynasty,0,2
拭泪,the Qing Dynasty,0,1
收盆,the Qing Dynasty,0,1
收尸埋葬,the Qing Dynasty,0,1
受苦,the Qing Dynasty,0,1
梳头,the Qing Dynasty,0,1
梳洗,the Qing Dynasty,0,10
舒头探望,the Qing Dynasty,0,1
熟睡,the Qing Dynasty,0,3
束手无策,the Qing Dynasty,0,2
耍着,the Qing Dynasty,0,1
睡去,the Qing Dynasty,0,1
睡熟,the Qing Dynasty,0,2
顺着他的小手远远望去,the Qing Dynasty,0,1
说,the Qing Dynasty,0,1
说得高兴,the Qing Dynasty,0,3
说得情投意合,the Qing Dynasty,0,1
说得痛快,the Qing Dynasty,0,1
说话,the Qing Dynasty,0,27
说起张士贵攻打关头,the Qing Dynasty,0,1
说俏皮话儿,the Qing Dynasty,0,1
说我的来意,the Qing Dynasty,0,1
说笑,the Qing Dynasty,0,6
说笑话,the Qing Dynasty,0,1
说这话,the Qing Dynasty,0,1
说这种人是贼骨头,the Qing Dynasty,0,1
说着,the Qing Dynasty,0,17
说着话,the Qing Dynasty,0,2
思忖,the Qing Dynasty,0,4
思量,the Qing Dynasty,0,8
思虑,the Qing Dynasty,0,2
思闷,the Qing Dynasty,0,1
思念此人,the Qing Dynasty,0,1
思念儿女落泪,the Qing Dynasty,0,1
思念瑞龙困在狱中,the Qing Dynasty,0,1
思算,the Qing Dynasty,0,1
思索,the Qing Dynasty,0,16
思乡垂泪,the Qing Dynasty,0,1
思想,the Qing Dynasty,0,29
思想如何破得宋兵之计,the Qing Dynasty,0,1
思想自己终身,the Qing Dynasty,0,1
思饮,the Qing Dynasty,0,1
厮斗不下,the Qing Dynasty,0,1
厮杀,the Qing Dynasty,0,2
死战,the Qing Dynasty,0,1
四顾踌躇,the Qing Dynasty,0,1
四顾彷徨,the Qing Dynasty,0,1
送茶,the Qing Dynasty,0,1
送饭,the Qing Dynasty,0,1
搜庙放人,the Qing Dynasty,0,1
随口乱嘈,the Qing Dynasty,0,1
抬头看三匹坐马甚威风,the Qing Dynasty,0,1
贪看景致,the Qing Dynasty,0,1
贪看十三妹在墙上题的那折词儿,the Qing Dynasty,0,1
谈,the Qing Dynasty,0,1
谈得高兴,the Qing Dynasty,0,1
谈得热闹,the Qing Dynasty,0,1
谈的高兴,the Qing Dynasty,0,1
谈话,the Qing Dynasty,0,1
谈论,the Qing Dynasty,0,22
谈论秦始皇帝如何致死的问题,the Qing Dynasty,0,1
谈论药酒之事,the Qing Dynasty,0,1
谈说,the Qing Dynasty,0,1
谈谈笑笑,the Qing Dynasty,0,1
谈笑,the Qing Dynasty,0,2
谈心,the Qing Dynasty,0,1
谈心叙话,the Qing Dynasty,0,1
谈着话,the Qing Dynasty,0,3
忐忑,the Qing Dynasty,0,1
叹气,the Qing Dynasty,0,1
叹赏,the Qing Dynasty,0,1
叹赏不绝,the Qing Dynasty,0,1
叹息,the Qing Dynasty,0,2
叹异,the Qing Dynasty,0,1
探抹桌案,the Qing Dynasty,0,1
探望,the Qing Dynasty,0,3
掏出小手巾儿来擦着,the Qing Dynasty,0,1
逃奔,the Qing Dynasty,0,2
讨战,the Qing Dynasty,0,1
疼儿子,the Qing Dynasty,0,1
疼痛,the Qing Dynasty,0,1
提议这事,the Qing Dynasty,0,1
啼哭,the Qing Dynasty,0,3
啼啼哭哭,the Qing Dynasty,0,1
添设床铺,the Qing Dynasty,0,1
眺望,the Qing Dynasty,0,3
跳了水,the Qing Dynasty,0,1
听得诧异,the Qing Dynasty,0,1
听得出神,the Qing Dynasty,0,1
听得高兴,the Qing Dynasty,0,1
听得有些入神儿,the Qing Dynasty,0,2
听见赵姨娘厮吵,the Qing Dynasty,0,1
听下面那位老英雄道姓名,the Qing Dynasty,0,1
听着,the Qing Dynasty,0,1
恸悼,the Qing Dynasty,0,1
痛哭,the Qing Dynasty,0,1
痛骂,the Qing Dynasty,0,1
偷看那对过房间的客人,the Qing Dynasty,0,1
吐舌称异,the Qing Dynasty,0,2
推辞,the Qing Dynasty,0,1
推想其意,the Qing Dynasty,0,1
吞声饮泣,the Qing Dynasty,0,1
托起,the Qing Dynasty,0,1
脱身不得,the Qing Dynasty,0,1
脱衣乘凉见姓石的由西小院出来,the Qing Dynasty,0,1
玩得高兴,the Qing Dynasty,0,1
玩耍,the Qing Dynasty,0,1
顽的高兴,the Qing Dynasty,0,1
挽缰,the Qing Dynasty,0,1
婉转踌躇,the Qing Dynasty,0,1
望妻如渴,the Qing Dynasty,0,1
危坐养气,the Qing Dynasty,0,1
围住得意,the Qing Dynasty,0,1
为难,the Qing Dynasty,0,49
委决不下,the Qing Dynasty,0,1
为难发愁,the Qing Dynasty,0,1
未分胜负,the Qing Dynasty,0,1
未完,the Qing Dynasty,0,1
问答,the Qing Dynasty,0,1
问打,the Qing Dynasty,0,1
问道士兄弟要凭据,the Qing Dynasty,0,1
问我嫂子,the Qing Dynasty,0,1
问心,the Qing Dynasty,0,1
无处藏躲,the Qing Dynasty,0,1
无从着力,the Qing Dynasty,0,1
无法可想,the Qing Dynasty,0,1
无计,the Qing Dynasty,0,3
无计可施,the Qing Dynasty,0,3
无计可使,the Qing Dynasty,0,1
无可奈何,the Qing Dynasty,0,4
无可奈听,the Qing Dynasty,0,1
无可如何,the Qing Dynasty,0,2
无聊,the Qing Dynasty,0,1
无门可退,the Qing Dynasty,0,1
无奈,the Qing Dynasty,0,1
无事闲谈,the Qing Dynasty,0,2
唏欷,the Qing Dynasty,0,1
习练武术,the Qing Dynasty,0,1
洗面,the Qing Dynasty,0,2
洗拭头上的血渍,the Qing Dynasty,0,1
戏耍高源、苏永禄这二人,the Qing Dynasty,0,1
系裙,the Qing Dynasty,0,1
细看,the Qing Dynasty,0,3
细细打量,the Qing Dynasty,0,1
细绎母训,the Qing Dynasty,0,1
下船,the Qing Dynasty,0,1
下棋,the Qing Dynasty,0,1
鲜血淋漓挖那五脏心肝出来,the Qing Dynasty,0,1
闲话,the Qing Dynasty,0,4
闲讲,the Qing Dynasty,0,1
闲立,the Qing Dynasty,0,1
闲谈,the Qing Dynasty,0,13
闲谈论,the Qing Dynasty,0,1
闲游过去,the Qing Dynasty,0,1
闲争闲讲,the Qing Dynasty,0,1
衔恨,the Qing Dynasty,0,1
嫌憎他二人这宗气味难闻,the Qing Dynasty,0,1
相持,the Qing Dynasty,0,1
相待,the Qing Dynasty,0,1
相度地势,the Qing Dynasty,0,1
相见,the Qing Dynasty,0,1
相望尉迟恭,the Qing Dynasty,0,1
相叙,the Qing Dynasty,0,1
相议,the Qing Dynasty,0,1
想,the Qing Dynasty,0,2
想得出神,the Qing Dynasty,0,1
想断思绝，目定神昏,the Qing Dynasty,0,1
想法联络联络,the Qing Dynasty,0,1
想法子,the Qing Dynasty,0,1
想及,the Qing Dynasty,0,1
想计,the Qing Dynasty,0,1
想劫牢反狱人少,the Qing Dynasty,0,1
想念你老人家,the Qing Dynasty,0,1
想念他,the Qing Dynasty,0,1
想人,the Qing Dynasty,0,1
想如何处理此事,the Qing Dynasty,0,1
想像自言,the Qing Dynasty,0,1
想着,the Qing Dynasty,0,3
想着昨夜之梦,the Qing Dynasty,0,1
想子,the Qing Dynasty,0,1
笑,the Qing Dynasty,0,1
笑得热闹,the Qing Dynasty,0,1
笑得有趣,the Qing Dynasty,0,1
笑着,the Qing Dynasty,0,1
歇息,the Qing Dynasty,0,1
歇吁带喘,the Qing Dynasty,0,1
写,the Qing Dynasty,0,1
写好了几封信,the Qing Dynasty,0,1
写字,the Qing Dynasty,0,1
卸妆要睡,the Qing Dynasty,0,2
心担恐惧,the Qing Dynasty,0,1
心荡神迷,the Qing Dynasty,0,1
心烦,the Qing Dynasty,0,1
心烦意乱,the Qing Dynasty,0,1
心慌,the Qing Dynasty,0,1
心急,the Qing Dynasty,0,1
心焦,the Qing Dynasty,0,2
心惊胆裂,the Qing Dynasty,0,1
心满意足,the Qing Dynasty,0,1
心疑,the Qing Dynasty,0,1
欣喜,the Qing Dynasty,0,1
行礼,the Qing Dynasty,0,1
行走,the Qing Dynasty,0,2
兴兵征伐,the Qing Dynasty,0,1
修炼,the Qing Dynasty,0,1
绣一条裙,the Qing Dynasty,0,1
序稿,the Qing Dynasty,0,1
叙话,the Qing Dynasty,0,2
叙话得浓,the Qing Dynasty,0,1
叙论,the Qing Dynasty,0,1
叙说,the Qing Dynasty,0,1
叙谈,the Qing Dynasty,0,1
叙些客套,the Qing Dynasty,0,1
喧哗,the Qing Dynasty,0,1
喧嚷,the Qing Dynasty,0,1
学习指掌臂法,the Qing Dynasty,0,1
谑谈,the Qing Dynasty,0,1
寻乐,the Qing Dynasty,0,1
寻思,the Qing Dynasty,0,6
寻仙求道,the Qing Dynasty,0,1
寻找,the Qing Dynasty,0,2
寻找老蛟不得,the Qing Dynasty,0,1
寻找那笑声从哪儿来,the Qing Dynasty,0,1
巡查,the Qing Dynasty,0,1
巡查南山口,the Qing Dynasty,0,1
巡城,the Qing Dynasty,0,1
巡更,the Qing Dynasty,0,1
巡夜,the Qing Dynasty,0,1
询问,the Qing Dynasty,0,1
尋思,the Qing Dynasty,0,1
言说,the Qing Dynasty,0,1
言谈,the Qing Dynasty,0,6
言谈嗟叹,the Qing Dynasty,0,1
言语,the Qing Dynasty,0,1
演那《翠屏山》,the Qing Dynasty,0,1
演说此鱼之美及厨司烹调之得法,the Qing Dynasty,0,1
演阵,the Qing Dynasty,0,1
艳羡,the Qing Dynasty,0,2
宴乐,the Qing Dynasty,0,1
扬扬得意,the Qing Dynasty,0,2
洋洋得意,the Qing Dynasty,0,2
洋洋自得,the Qing Dynasty,0,1
仰观,the Qing Dynasty,0,1
养病,the Qing Dynasty,0,1
吆吆喝喝,the Qing Dynasty,0,1
要看状,the Qing Dynasty,0,1
要杀,the Qing Dynasty,0,1
要寻公馆搬上岸雇夫上省,the Qing Dynasty,0,1
要银子,the Qing Dynasty,0,1
要与那马成龙拚命,the Qing Dynasty,0,1
耀武扬威,the Qing Dynasty,0,2
耀武扬威说道,the Qing Dynasty,0,1
耀着,the Qing Dynasty,0,1
一愣,the Qing Dynasty,0,7
一头说笑，一头作活,the Qing Dynasty,0,2
疑猜,the Qing Dynasty,0,1
疑诧,the Qing Dynasty,0,1
疑惑,the Qing Dynasty,0,17
疑惑不定,the Qing Dynasty,0,1
疑惑细思奇异,the Qing Dynasty,0,1
疑虑,the Qing Dynasty,0,3
疑虑心忧,the Qing Dynasty,0,1
疑难,the Qing Dynasty,0,1
疑思,the Qing Dynasty,0,1
疑想,the Qing Dynasty,0,3
疑心,the Qing Dynasty,0,5
疑疑惑惑,the Qing Dynasty,0,3
议论,the Qing Dynasty,0,25
议论道姑遇到公子,the Qing Dynasty,0,1
议论纷纷,the Qing Dynasty,0,2
议论降守之策,the Qing Dynasty,0,1
议论军机大事,the Qing Dynasty,0,1
议论如何拿贼,the Qing Dynasty,0,1
议论上巡抚彭大人那里送信调集官兵,the Qing Dynasty,0,1
议论仙姑所说的消息,the Qing Dynasty,0,1
议论余鸿法术拿人,the Qing Dynasty,0,1
议事,the Qing Dynasty,0,2
吟罢酒令,the Qing Dynasty,0,1
吟咏,the Qing Dynasty,0,1
引孩子顽笑,the Qing Dynasty,0,1
引见,the Qing Dynasty,0,1
饮得高兴,the Qing Dynasty,0,1
饮酒,the Qing Dynasty,0,6
饮酒作乐,the Qing Dynasty,0,1
应酬的高兴,the Qing Dynasty,0,1
应酬那些人,the Qing Dynasty,0,1
用功,the Qing Dynasty,0,6
用功读书,the Qing Dynasty,0,1
用尽平生之力，与窦尔墩夺刀,the Qing Dynasty,0,1
用力推掮,the Qing Dynasty,0,1
用人,the Qing Dynasty,0,1
用言安慰,the Qing Dynasty,0,1
用夜膳,the Qing Dynasty,0,1
忧愁,the Qing Dynasty,0,1
忧惧,the Qing Dynasty,0,1
忧虑,the Qing Dynasty,0,7
忧闷,the Qing Dynasty,0,2
忧闷三位仙姑的去向,the Qing Dynasty,0,1
忧心,the Qing Dynasty,0,2
忧疑,the Qing Dynasty,0,1
犹疑,the Qing Dynasty,0,6
犹豫,the Qing Dynasty,0,3
犹豫不定,the Qing Dynasty,0,1
游移,the Qing Dynasty,0,1
有奉托老亲翁的事,the Qing Dynasty,0,1
有事,the Qing Dynasty,0,1
又气又羞,the Qing Dynasty,0,1
愚弄自己,the Qing Dynasty,0,1
预备出城,the Qing Dynasty,0,1
预备阅卷,the Qing Dynasty,0,1
预备招架,the Qing Dynasty,0,1
预防张府,the Qing Dynasty,0,1
御风而行,the Qing Dynasty,0,1
怨恨,the Qing Dynasty,0,1
怨恨东方朔,the Qing Dynasty,0,1
阅课,the Qing Dynasty,0,1
运功夫,the Qing Dynasty,0,1
砸锁,the Qing Dynasty,0,1
责备徐寿,the Qing Dynasty,0,1
扎营,the Qing Dynasty,0,1
张看,the Qing Dynasty,0,1
张望,the Qing Dynasty,0,1
